run,random_seed,year,Anchor Handling Tug,Cable Laying Vessel,Crew Transfer Vessel 1,Crew Transfer Vessel 2,Crew Transfer Vessel 3,Diving Support Vessel,Tugboat 1,Tugboat 2
5,5,2004,4489788.754566942,11685100.45562037,1171791.6246377162,1171797.5542058377,1171792.6222838121,896586.2378911262,5816481.535143933,6379717.176968325
5,5,2005,817876.0511574075,19456346.3802037,1168586.1645660885,1168591.3676842223,1168587.0689921281,1699699.3494231803,6605348.767364697,6662027.813030415
5,5,2006,0.0,0.0,1168593.0271281598,1168597.6114652038,1168597.9133627512,2037481.6163830622,8785416.03267041,7287102.490059913
5,5,2007,0.0,16146143.305099538,1168585.5961988363,1168590.253964957,1168589.0357966083,1387893.1092890932,4414425.831874268,4056063.769826942
5,5,2008,2137045.5919785104,14771357.463009259,1171791.338893758,1171796.8605561475,1171794.6064292449,1823772.6176463603,4805975.645910177,4906769.80879655
5,5,2009,2777748.8925925926,2548855.111729167,1168589.8044653246,1168591.7349160593,1168593.4798586485,1358199.6825489306,6024038.494282364,5760209.885102742
5,5,2010,2084616.3584490742,30188739.529771805,1168598.6660576595,1168601.235314576,1168600.7910708142,1552534.019136706,7143823.806629844,6467914.971909493
5,5,2011,891987.2905092593,21556952.163142387,1168585.4874283585,1168593.7921492688,1168591.6217863734,1321954.4102464959,5878099.927062346,6225296.6334986985
5,5,2012,2567812.7496400075,22222225.516595732,1171792.6534527338,1171797.6920829688,1171798.0524835112,1374946.1646680417,5615546.271753555,5486691.979884941
5,5,2013,3553687.660185185,16207270.093436569,1168581.7815508877,1168589.3353201454,1168590.2920392626,1512386.7018870043,5335784.7049953295,5166113.879509766
5,5,2014,1829808.6770833335,4698211.474159722,1168587.7541159235,1168589.0129136664,1168588.7689407398,1739415.9092593181,6648859.357306718,7194161.410800586
5,5,2015,4745913.579326974,12176288.998289352,1168608.4793449296,1168606.4022875978,1168606.502127276,2025131.8823321862,8160319.5109666465,8790591.457837153
5,5,2016,1946809.0412481553,0.0,1171802.924878323,1171807.588392647,1171805.9731206635,2692376.8339671944,7030810.709996525,8005789.225021721
5,5,2017,1929959.4862268518,6497626.460388889,1168590.2044425954,1168596.7473078847,1168596.3704993157,1469057.3666880415,5533234.310254115,5735750.502843338
5,5,2018,3312834.460185185,17766033.539118055,1168581.3327489295,1168572.835110466,1168573.8975931052,1871384.8531290968,5114516.165807375,6171356.797883428
5,5,2019,4828711.153356481,21767935.17050463,1168587.654110516,1168588.4943375005,1168588.2345623765,1203980.3261256532,4495273.345792032,4065498.193574536
6,6,1999,3478946.094844639,3616074.8440925926,1165373.1207730805,1165377.2193147803,1165376.0198162266,0.0,5255104.8620992685,5818490.4431487555
6,6,2000,966444.7949074074,0.0,1171790.6534718936,1171794.6540749986,1171790.9844734587,0.0,4743127.915114364,3957329.4078689124
6,6,2001,5229377.506597222,4569042.417041667,1168609.643355792,1168610.7895495158,1168608.339385658,3111470.9252163293,6988903.7023931015,9083786.531834675
6,6,2002,2911795.028937542,15887185.514349537,1168596.4323880428,1168600.7951962857,1168603.7936574586,681507.1807291666,6967843.735443026,6680303.3415225
6,6,2003,1017942.296875,15879955.702529684,1168596.7165981554,1168596.8009990354,1168599.2892392448,1410558.747044877,5673353.066324288,5385199.819855177
6,6,2004,1641630.2802083334,6252794.052972289,1171793.7706478809,1171791.7528971862,1171794.9704749805,987389.1812292086,2495587.7155842814,2736471.3837308674
6,6,2005,3745004.8796976386,19543872.122460578,1168589.8068270416,1168590.964833106,1168589.3309814557,1442686.0193606445,4106912.503965984,4634288.522517829
6,6,2006,3246579.9309027777,10622684.611907408,1168599.2615446711,1168599.0111694927,1168597.4640201505,1071887.1474388544,4821706.649414851,4035676.7696809373
6,6,2007,1457141.9984910444,3897452.6427685185,1168592.6819837948,1168596.2234355265,1168594.4709022,1703937.9402325174,5690524.369679093,5315520.1515293075
6,6,2008,0.0,6358874.74799074,1171793.749512085,1171796.2703352899,1171796.498783596,1442513.749513889,4175796.264973832,5099172.214496821
6,6,2009,2234759.074074074,6795819.265009259,1168586.0281056562,1168590.5348782658,1168589.1691010606,1592215.809673389,4467623.879465144,5284156.4643405955
6,6,2010,4378584.489281251,2630741.73430324,1168600.4462538993,1168605.208302103,1168604.6533098095,1270370.9821754904,6301414.452869747,6680705.473227639
6,6,2011,1753469.0687499999,155362.95084027777,1168593.0409228383,1168596.2388255962,1168594.4751440855,1985614.7912035575,5604858.675062834,5402332.319046982
6,6,2012,1115728.4225694444,10625523.400261573,1171796.808854674,1171796.0121476008,1171796.0382840496,1977644.73307259,7206542.6484417375,7275459.332403409
6,6,2013,3195402.1920138886,0.0,1168586.4085605675,1168587.9685078445,1168580.818518567,1491508.0076557521,4125504.292933031,4174791.135101962
6,6,2014,2114592.8303240743,14975646.945090277,1168589.2110054048,1168591.0131729972,1168596.2250347664,1626701.007626603,7078188.016364861,7277537.240583042
6,6,2015,0.0,17569357.263443064,1168608.2226914014,1168607.885452023,1168608.2032134447,1399937.753959069,5933112.84901774,6116600.580056891
6,6,2016,3950530.2911144895,20807760.368912037,1171802.0921906747,1171807.5131574024,1171807.6081555951,1817650.8852167665,6677491.815982539,6334235.689452325
6,6,2017,937911.2401620371,4809384.790354166,1168590.8029820705,1168597.4584523973,1168596.002898106,1232303.902003107,4566946.392615526,5206623.453602897
6,6,2018,827734.5238425926,11416521.618262503,1168575.2553140316,1168579.942430584,1168578.5471807446,2056528.7808102872,6134651.014936596,5298552.215762941
6,6,2019,3617864.672890244,20727801.55996208,1168587.4253552468,1168593.7005797718,1168590.5404682674,1384524.9141924987,5711839.901016098,5799864.24869542
7,7,1999,2309431.5854166667,5777796.823444445,1165379.5325877154,1165379.4801907588,1165379.397972847,0.0,6167083.321929665,6139160.175613576
7,7,2000,997613.4704861112,9255739.241562104,1171789.7870110422,1171790.9882079645,1171790.6098960969,0.0,6079008.893988883,5802766.182010352
7,7,2001,4416715.056493713,31460361.030191045,1168611.5988798598,1168611.0725078883,1168610.4159123919,3113064.149013786,7364675.239032515,9208347.748133933
7,7,2002,2954297.472887926,2810227.407814815,1168597.6885312095,1168600.4891786238,1168600.9017631018,411675.2181423611,5709541.291859436,6836172.509894242
7,7,2003,1603739.6796296297,11528179.516539797,1168594.746323563,1168591.542646727,1168591.3150168185,1288908.8566596613,7016049.31571523,6786320.4375745375
7,7,2004,2106436.316087963,14885007.711119572,1171788.6742511785,1171796.8501959504,1171793.2299026109,1593207.0091350332,6017282.659880457,5217350.580330632
7,7,2005,2372654.6866503824,13943705.57260012,1168589.1819087185,1168587.3458021749,1168589.3844651429,1389570.208804914,7777040.142339807,8872551.924024243
7,7,2006,1827610.9898148149,21645708.997496553,1168596.632745728,1168597.5182095247,1168599.0610816164,1186968.0035088467,9287663.464560416,8587725.414292794
7,7,2007,2356018.5308146053,22635417.50284841,1168581.5270950072,1168589.5782925906,1168587.9640289135,1443120.778560211,6394638.947256915,6930159.707729439
7,7,2008,3472991.686921296,14422203.243460648,1171796.7452527802,1171800.2322970445,1171800.2669610754,1324551.047577576,5079191.806102746,5410153.014560138
7,7,2009,3055024.354050926,7005763.838855637,1168582.4064582647,1168588.657053681,1168586.8252467464,1223114.256130619,6487534.720839826,5791566.219863769
7,7,2010,1358706.9886574075,10241229.056238426,1168597.8648109275,1168601.2436211084,1168602.297112898,1812731.387270589,8346514.381514413,8537581.455613298
7,7,2011,3050743.8167824075,3127794.873168981,1168593.8714371927,1168593.3024983103,1168594.813635145,1541216.7612137168,5808126.594771765,4760611.043702333
7,7,2012,2103379.5408564815,37883434.7059646,1171788.6747352772,1171793.8617343532,1171792.4897136206,1550473.1749227205,6674800.750126806,5889455.058119044
7,7,2013,167259.1666666667,3972843.8272893517,1168582.6332211124,1168586.3369635611,1168583.1873759737,1386870.2707359127,5897945.276850283,5633962.173900227
7,7,2014,0.0,6830172.232831018,1168583.8370380655,1168590.9539220019,1168593.9133998512,1650111.301799475,5029977.606008681,5183821.949004226
7,7,2015,2653379.4891203702,20953476.415285625,1168608.1188028718,1168608.8229341253,1168608.0959443867,2410648.1458422625,5725808.536925903,5973860.727246803
7,7,2016,1381752.461574074,30330412.35862211,1171802.3522392628,1171805.4535781997,1171804.4859477005,2622900.783156007,6577915.687101515,6356332.953938752
7,7,2017,4048499.5249399156,11360071.750078704,1168591.7698242455,1168597.3856535652,1168594.9347010602,1455331.2100591478,5952557.279195642,6021343.768865234
7,7,2018,803186.085300926,14437380.721146338,1168576.691544926,1168579.4290479505,1168582.7983852506,2193003.167365766,5649046.6365329875,5646032.640355989
7,7,2019,2717930.5100694443,9791564.422671296,1168589.0915670723,1168589.4886615463,1168591.2862611418,1509490.9247172591,5601662.2840453265,5014906.7986608045
8,8,1999,2766006.124421296,15797704.768011848,1165376.4936731204,1165379.4383006045,1165383.632175959,0.0,5309450.068969669,4490846.273252079
8,8,2000,0.0,25610987.472826388,1171788.620464279,1171790.828387781,1171793.258639745,0.0,7093332.266162037,8291282.330584711
8,8,2001,1547970.641550926,5494777.719407408,1168610.2530808004,1168610.7802953487,1168611.3660512867,3758541.520567055,8922428.807556424,9595473.570261737
8,8,2002,3177862.0635260935,8013212.855243055,1168597.0934137742,1168604.7045776849,1168601.4334709197,572689.2116619867,6341769.505580803,6514314.548758271
8,8,2003,3680606.9489583336,5232113.034916666,1168593.7930651747,1168598.7164459478,1168598.7472221677,1981761.9403017943,5774828.4384292625,6045731.701509963
8,8,2004,3967968.323185696,0.0,1171791.5016826026,1171794.2717385497,1171795.671727023,1457858.3762362716,3175329.9210506883,3665714.8494946915
8,8,2005,1032630.9478009259,3626952.679113426,1168585.564503138,1168586.6247794393,1168589.3412618765,1391425.0056024967,6727815.394270136,6872720.3040295765
8,8,2006,5193590.240043248,9710917.153125,1168597.1734547003,1168597.4222043115,1168598.2900277441,1498514.7933812735,4961649.164755904,4293037.006113613
8,8,2007,1154651.2436342593,15461816.666263888,1168588.6019624155,1168591.037486171,1168591.0796615214,1487511.5761323085,3494351.1651406107,3709478.8167778007
8,8,2008,1698600.3197916667,12400176.447956018,1171787.3639336713,1171790.7078999719,1171792.442703159,1141098.782054017,5242638.9459011415,4909769.896025109
8,8,2009,870763.4347222223,9409863.229465278,1168588.570677664,1168588.0675042816,1168589.3366542028,1576553.344658607,4946439.400292919,4697138.742193427
8,8,2010,0.0,5087581.597205261,1168598.9012364731,1168601.1415760661,1168601.5723374265,1763249.5447680976,5701672.480631173,6011056.974541336
8,8,2011,3981590.1809959263,7001995.689988426,1168592.390907589,1168596.7280983753,1168596.0101104581,1322387.9138009276,5290513.074188365,4321101.078069186
8,8,2012,3626244.9330337397,19601657.731374998,1171793.2315613132,1171795.8514035714,1171796.6826242849,1524945.2947525932,6183763.398610057,5843566.425916377
8,8,2013,3139899.6149305557,6806242.112319444,1168585.2918683968,1168586.0659160991,1168588.082521866,1899531.1369572717,3591340.8546665697,3320021.6719783647
8,8,2014,2493414.6805555555,0.0,1168588.2063529764,1168593.6007171576,1168592.8016668032,1626396.5343942102,5928959.696102791,6354140.703578443
8,8,2015,0.0,13979031.25661111,1168607.712871877,1168609.4603731337,1168607.8502640834,2424003.5434352956,7717867.472815003,6064653.7768080095
8,8,2016,1822359.595486111,27198115.800342593,1171803.1158784397,1171807.8710532936,1171806.7468286913,1922699.4848976864,7562841.81008263,7347148.671299755
8,8,2017,1011060.8269675926,31963225.064715642,1168592.5527404763,1168597.8300559144,1168595.7227851255,1425507.337439621,5051664.739059045,6208326.527335347
8,8,2018,3190500.3342592595,9984956.530381944,1168583.5635148333,1168589.1749285783,1168585.140839056,2270649.3520917185,8743583.22159097,8092439.978254153
8,8,2019,819402.2472222223,3669258.162196759,1168585.0128499602,1168590.7223927707,1168592.121893547,1571143.2985927386,7472272.468759206,7636637.07361288
9,9,1999,3521627.2583333333,15292642.186636575,1165375.448546313,1165377.0601380344,1165376.5283726768,0.0,4874242.407088375,4960148.163237862
9,9,2000,1979993.9087962962,7694805.197858796,1171789.5728885515,1171792.3267723352,1171796.197103834,0.0,6090014.205648782,6092898.142313222
9,9,2001,3971918.652430556,21705426.0,1168610.6568729489,1168610.5910862552,1168612.765604367,3142038.406243124,8216742.739102351,7467167.110257795
9,9,2002,2801578.299074074,2625295.8384537036,1168596.5236285634,1168601.6414396886,1168602.5038888429,551064.2836879865,5432682.466648553,6198637.318069269
9,9,2003,314005.4166666666,7947873.270391203,1168596.9359639976,1168596.2128117154,1168596.8053337613,2444906.468660636,6087627.100915714,5626140.875738295
9,9,2004,891199.6471064815,23775592.510540027,1171793.3049260967,1171796.144037692,1171790.2586278615,904414.2306338681,3989786.719451311,4744638.168780847
9,9,2005,1140659.9442129629,19249500.034668982,1168587.3513441044,1168589.73867816,1168587.0322313232,1372867.6032147189,5803127.024046615,6590625.977729255
9,9,2006,2245093.1133101853,2556679.225550926,1168597.981706476,1168598.47619485,1168599.9141966074,1512309.1696554208,7063215.153831634,6453992.400973011
9,9,2007,2991326.0497685187,4958922.22369676,1168583.596927329,1168586.1812995172,1168588.7410251205,1278461.556725486,6162749.689152488,5468643.128511436
9,9,2008,5633376.750287371,10947755.187483797,1171789.6665917244,1171795.9120507855,1171793.6656562102,1725763.6797176849,6450572.108208452,5463052.075633062
9,9,2009,1900868.400925926,8889039.076219907,1168585.956118787,1168592.7600473424,1168589.017021517,1125278.5956648027,3583492.3103574454,4033311.0522166956
9,9,2010,3123897.8300890704,0.0,1168600.2669131458,1168603.1653215943,1168603.0145936557,1924866.490834268,2396576.985405259,2741101.723464191
9,9,2011,1938132.2179398148,0.0,1168594.8770585118,1168594.677415323,1168593.656036445,1687055.346006529,5374241.308106368,5648576.076340937
9,9,2012,2413445.863888889,14626021.436642485,1171794.3663614902,1171799.1721115008,1171801.0785028108,1843064.1807744491,5997491.923406632,6594114.123917298
9,9,2013,0.0,4542156.272078703,1168583.538175728,1168586.91379492,1168585.2722974606,1862290.2621228802,5019203.822537404,4900521.459588329
9,9,2014,4828729.562384259,6970587.581275462,1168587.6025332983,1168590.720876715,1168591.75575029,1638893.6384822202,5657499.558463989,6220355.502103512
9,9,2015,8211319.778184385,17608764.10603009,1168607.8959850178,1168608.1778761868,1168608.3778238003,2324650.910615318,6210756.710330195,6902496.290996468
9,9,2016,1993994.209375,32135284.22424133,1171800.9514212369,1171806.4474789398,1171804.496606071,1760659.723658182,7599783.101493854,6857654.135486022
9,9,2017,4979078.570680311,16572010.509116497,1168588.318247254,1168595.9514429306,1168592.5717923818,1131560.945351319,6394732.320057986,6855023.730367822
9,9,2018,0.0,7134550.637247685,1168583.6673033305,1168581.1673722414,1168580.1007190202,1527459.2571566047,5225772.393574309,6347166.882202083
9,9,2019,4285213.388328629,25434098.873151354,1168586.2085406997,1168593.3932631752,1168589.7481844034,1567825.1045209728,5104446.172228977,4490133.7569746515
10,10,1999,3829927.7211092305,18820080.95855787,1165379.8161492185,1165381.2377793957,1165380.0243481062,0.0,5489075.026964149,5566936.734172936
10,10,2000,1081263.6543981482,30451222.21450443,1171791.1948291184,1171791.8494276637,1171792.4042563692,0.0,3754336.7356187054,5048420.462195849
10,10,2001,5595372.647569444,16369157.066708332,1168611.1598401493,1168609.140471695,1168611.6416914552,3328168.739230337,3965958.641914471,2919922.308042171
10,10,2002,3460490.127914358,20165890.709615577,1168595.5831054044,1168604.119443547,1168601.3102190606,289176.87643489573,8702120.687134396,9110743.581476795
10,10,2003,3267306.255004758,5105096.097583333,1168590.3864671744,1168597.47259719,1168596.200747249,1549113.9417523742,4973373.191033809,5026400.740074274
10,10,2004,2947980.4423117302,7967987.635071759,1171788.593708665,1171788.7830087615,1171793.5408879244,1341743.5816959708,6859274.326499771,7426080.407853747
10,10,2005,1332703.3661269138,4481405.643032407,1168589.6625774472,1168592.5709975876,1168592.5594833207,1276624.0503888791,4870432.837859399,4965809.997772585
10,10,2006,1699813.124074074,7885598.572081019,1168593.5757563305,1168597.4030504737,1168595.7146042022,2377819.4575487194,5180801.153021425,4634492.018042944
10,10,2007,837577.2173611111,15052747.962240895,1168591.6746565655,1168595.408565892,1168591.1911778755,1577755.0867358595,5177220.635607536,6744007.489397394
10,10,2008,993445.1406250001,0.0,1171797.7046145038,1171802.212656458,1171802.255366028,1393053.6129178868,3725805.2483232203,3781750.274465305
10,10,2009,895383.3178240741,14413026.929726992,1168594.9619179405,1168593.0099190122,1168594.5365824173,1920540.5943384417,5777628.707975964,5171333.136498073
10,10,2010,2056572.8344907407,13837655.688703703,1168603.208981148,1168602.7801747601,1168603.1326774566,1239652.3096473864,7371173.530314035,6581355.956468648
10,10,2011,3127516.6565232608,14928082.585645832,1168590.324538047,1168594.0605908148,1168592.4303802976,1776560.0816686724,7429580.466916202,7231451.388455576
10,10,2012,2085991.3375000001,15961298.267143518,1171798.989154219,1171802.62237558,1171800.835055306,1655874.6715287564,3907579.4929983476,4352729.593324388
10,10,2013,1010147.3885416667,6000310.935972222,1168583.1939432484,1168583.8863734347,1168588.2599934826,1688033.455733127,4147197.234157623,3946135.4720957964
10,10,2014,2364570.771759259,5889517.241425926,1168587.1779343833,1168588.6730280367,1168589.911830093,1856993.8459257977,3975381.9615856777,4031685.1653047176
10,10,2015,1274897.259837963,20270655.172118146,1168606.953218967,1168608.0613245752,1168607.192897082,2078492.2394245148,5128476.017785117,6451925.018309015
10,10,2016,4224911.7769168215,0.0,1171799.0100892133,1171805.0440213229,1171805.0794310847,2615142.887908283,6944163.0449098,7311562.126124767
10,10,2017,921045.0642361111,2048424.4567291664,1168590.1611599552,1168595.0172852427,1168594.2302541698,1179627.166922981,5547003.848616783,5412616.352827512
10,10,2018,3055401.2791164666,6169677.769103501,1168582.961524349,1168582.0185915504,1168586.6209769906,1703622.8954285465,6124608.533651517,6009002.203738492
10,10,2019,3521642.5265683043,4803643.012925926,1168583.160736727,1168587.225935125,1168585.5727972577,1535487.431205022,6062299.016288704,5473779.723178197
11,11,1999,1171029.580324074,16059363.47113426,1165380.7858741065,1165383.1831348252,1165378.9852193682,0.0,7185535.646675886,7311658.529716611
11,11,2000,1076775.3581018518,32091891.04134722,1171788.7617853465,1171793.2525234562,1171790.319971679,0.0,7154449.783418359,6896058.283229923
11,11,2001,3815198.2158564813,18565206.89186111,1168610.2543625964,1168610.3871333958,1168611.4833721863,3337119.7072077743,6738400.762465156,7539732.735838037
11,11,2002,1904998.1594907406,11921130.662181837,1168597.9937597446,1168603.2206064893,1168603.8405143174,278545.6180381944,5692196.197889965,4812939.278320217
11,11,2003,1634248.2600694445,5159404.323953703,1168595.921076795,1168598.4514857144,1168597.5832204074,1887906.872593868,3795336.913367398,5072878.4355673045
11,11,2004,980116.1278935185,4268298.331638888,1171790.7129883263,1171789.4841973153,1171790.1078625119,1112070.478085171,4752244.964409507,4827071.907048585
11,11,2005,3599388.275,3876880.4990416667,1168589.7203306176,1168592.5220903195,1168589.00384262,1661122.6412791866,4420982.177954238,5854951.661881652
11,11,2006,3548560.5425925925,15821069.9381875,1168593.0524881156,1168597.1982954643,1168597.4930606263,1647290.0527084866,7522273.177292537,7891654.560141004
11,11,2007,1177532.7885416667,2669535.7171412036,1168588.8594798963,1168592.7695852956,1168589.1422444542,1841155.01006369,4715881.514648423,4271606.061132844
11,11,2008,931034.5916666667,2178238.312381944,1171789.5605955129,1171798.5842218157,1171795.0722795783,1119174.8403816412,6368733.303161383,5990487.084274182
11,11,2009,3127361.105073638,12263761.083495371,1168588.261714105,1168587.9847741968,1168589.53973694,1263544.136216457,6347100.32161694,7780650.601521213
11,11,2010,4363760.344399083,0.0,1168600.272614906,1168602.167252375,1168598.2434261818,1442303.0943893415,4164902.679011025,5181010.735605485
11,11,2011,2763920.2539947145,0.0,1168593.177267117,1168594.8394763002,1168593.2179694078,1625690.0359123703,4136147.7871342837,4320228.2896755105
11,11,2012,2882421.3096064813,7767812.581736111,1171796.007023541,1171796.974554739,1171798.534088264,1750437.1542406068,6076291.733040149,6493118.387023529
11,11,2013,1139240.6958333333,5232969.974960648,1168579.9795285787,1168584.329677629,1168582.8156822005,1590734.3303448542,4707176.931373422,4656849.093358815
11,11,2014,3067205.1174951186,7341151.345245371,1168587.707666097,1168586.777153889,1168591.447110902,2088581.7017825237,3703887.644074101,3615194.3793664896
11,11,2015,3901247.997774273,0.0,1168608.2170232811,1168606.7700667921,1168607.1265595525,2069230.2582184658,4892339.299006636,5106972.036071158
11,11,2016,2964959.1875125123,29949889.15525023,1171802.14794215,1171807.0920049306,1171807.7574890314,2704724.420097531,6488019.025138351,6483395.8804051755
11,11,2017,1025964.6881944445,24819632.068073746,1168588.9450985033,1168596.98991007,1168593.9372458833,839463.2722277114,6960623.896118284,5306781.182240307
11,11,2018,2100543.235648148,16090735.292483795,1168581.2504564677,1168585.902005131,1168581.1341017412,1836655.5714550577,4596875.914803665,5091726.372394056
11,11,2019,1869241.2528935187,31636112.78563447,1168589.5621288258,1168591.1250476409,1168593.3970325037,1214250.4443027673,4682811.4738262715,3970311.064221692
12,12,1999,2499723.717361111,3952430.7896944443,1165380.8739771836,1165381.5841126158,1165383.3259957496,0.0,3560939.113519131,4367716.403613508
12,12,2000,2049007.6006944445,13637525.296738425,1171785.9195983338,1171790.3775099488,1171790.6426042817,0.0,5855229.537525274,5059801.336391575
12,12,2001,3047622.609953704,10098256.844340278,1168610.239408843,1168611.101588102,1168610.9100826776,3314741.6664950782,5384114.413836296,7142952.738902486
12,12,2002,1008288.75,11269889.277958333,1168596.731668699,1168603.2616444614,1168604.5097726826,803721.4106492131,6942833.546919974,6216736.754167236
12,12,2003,1004378.7881944445,24187153.156832743,1168592.980739911,1168597.412766974,1168598.0967988288,2212856.7542920434,5735598.333510094,5240010.954699953
12,12,2004,1621038.0293981482,6676821.834993055,1171789.930882168,1171789.0290529905,1171789.7825961264,1321313.5076794382,3884312.6057223803,4875048.1592694605
12,12,2005,7255981.231088707,0.0,1168584.821714835,1168584.5294806797,1168590.5536597432,1218407.6090660412,5143593.624744664,6105710.846676741
12,12,2006,0.0,5617389.929087963,1168596.2323128593,1168600.9249213315,1168600.0697054605,1240245.0427204478,7546643.821627718,8302743.071508278
12,12,2007,3658655.177458668,3331771.725657407,1168583.68607012,1168589.2269612495,1168588.0016083317,1278924.7519141864,5532402.350816398,5507634.772687566
12,12,2008,3620095.0392501582,10891548.852872685,1171788.7149767128,1171795.394939986,1171790.2468005372,1371898.066506769,5748833.887606015,5321456.030686027
12,12,2009,1008346.810300926,5196199.710467593,1168579.9094259266,1168584.9282814723,1168586.2142414644,1251459.6963447137,5970248.556426315,6584293.713665488
12,12,2010,3496762.9845475163,9589281.910921296,1168597.2214673592,1168603.1323462604,1168600.2771224447,1407481.0506883417,4335535.3473389335,5457336.917213196
12,12,2011,2679556.957220575,11722984.463037036,1168590.934379799,1168594.2102277463,1168593.3312467204,1048013.7359696617,5883441.088287004,5039901.42967487
12,12,2012,1115343.586226852,15956592.07524074,1171793.6594300286,1171798.4215158443,1171796.5137984613,1683407.1096425103,6823597.734866,5530996.199923833
12,12,2013,3492469.079976852,5672954.2565,1168578.595250629,1168584.7019921236,1168582.7659210782,940289.2339724312,4702562.852993293,4738425.521737849
12,12,2014,1411708.3328703702,19145963.81280787,1168586.1370082528,1168590.9020163633,1168593.2086144052,2204047.6698812684,5674132.038223959,4453940.184733778
12,12,2015,3350659.062630259,13609695.68032639,1168605.8582535544,1168607.2551835817,1168606.632742558,1786863.1141606013,5534105.146042225,6747034.803205491
12,12,2016,851930.5609953704,0.0,1171799.89723405,1171806.597002967,1171806.4885682352,2957689.608002896,4641664.213264516,4086896.549388382
12,12,2017,2765260.1374224257,17528110.197750505,1168589.5150180259,1168597.910698443,1168595.930574998,1452025.1026725175,5760632.091052811,6337784.607256158
12,12,2018,1999213.8104166668,15467848.742599538,1168580.2032893854,1168584.6099967929,1168585.7125439472,1775911.0882510988,6150118.766691339,6133400.392020613
12,12,2019,1464277.8627293592,7819647.684722222,1168585.1278292646,1168588.735068325,1168590.9499480766,1816796.4049969376,6658032.971748785,6735443.027452787
13,13,1999,2303444.4115372095,21043050.572664388,1165379.7055393264,1165379.3102528136,1165376.9409453094,0.0,5410200.352010806,6073888.337596623
13,13,2000,4144876.9314814815,4883947.586512881,1171785.1030615715,1171790.2727450882,1171789.8006967187,0.0,6424992.086918452,6346426.999764215
13,13,2001,3083382.3813657407,30942837.962369606,1168610.8698992564,1168611.0781967256,1168611.2595502753,3789276.6113889753,4820563.0181140145,5447443.554788651
13,13,2002,2595552.806735433,22815857.624247815,1168597.1721262217,1168602.154558026,1168601.3957288873,446795.55237390025,5075893.507210635,5995211.340374729
13,13,2003,2638247.706597222,16632416.27505334,1168589.3969647144,1168596.0462130625,1168592.6957141696,1710999.1297636845,5605628.9173245095,6793951.99989492
13,13,2004,1262547.8703703703,15155461.996208332,1171791.933742137,1171795.302056027,1171794.521703592,1425556.6819494492,5457560.576095043,4919407.515755917
13,13,2005,3785449.187860721,2441458.472666667,1168592.2032998584,1168591.1825610304,1168590.3454614766,1446016.1267977813,6134465.549073366,7064832.911136601
13,13,2006,933456.69375,13880097.947233796,1168592.9702154063,1168597.8099756085,1168596.4375215773,1011816.0803428203,6496234.86975593,5489753.755795571
13,13,2007,1783888.6722222222,15935955.73079398,1168585.131142876,1168587.9064202649,1168586.5422006955,1707235.7640404578,6663063.379852298,6451214.227365567
13,13,2008,4515596.65827549,13485618.019430555,1171791.8917219383,1171799.1896012074,1171795.0941404505,848938.1662869622,7990624.688025148,6205299.635146195
13,13,2009,3721571.6222222224,8592832.018585093,1168582.148252839,1168586.6242551187,1168585.0680747605,1447576.899718405,6272671.049710938,5868274.807741032
13,13,2010,1520287.4085648148,20339583.59732639,1168594.5727253545,1168600.7934807562,1168597.4364056122,1364837.8690222595,5222896.0287829945,5109618.060247283
13,13,2011,2683832.169212963,14499880.531877315,1168591.4574776727,1168597.0973438146,1168599.2140983643,1542177.9545545029,7330607.318106318,7555231.342251363
13,13,2012,1851283.2462962964,29358580.5294163,1171793.2370417279,1171798.8023683762,1171794.1718859603,1205338.7381553547,4423802.129574116,4142125.7986989003
13,13,2013,908716.2753472222,2954974.909185185,1168585.19638584,1168590.0002682444,1168588.5509124724,1580682.9896775386,5760565.071564572,6146691.846652095
13,13,2014,1448960.7186989891,6962576.447965277,1168585.0623331305,1168589.2061389189,1168587.58267766,1121967.166068268,6012437.034069447,6336302.357174554
13,13,2015,3996949.670486111,12964986.468344906,1168609.2551383763,1168607.4184634087,1168609.0241254258,2798220.9082558593,7998647.580712566,6072414.151975431
13,13,2016,2330396.6032407405,4886180.535073773,1171802.8093008657,1171807.0898887904,1171807.4366677396,2340715.7252588044,5460704.285161331,5473529.141441562
13,13,2017,2459610.4458333333,7049247.419840277,1168589.8238813514,1168592.6571699912,1168591.8698622715,1483180.9780558373,6163642.319601022,5935122.668440472
13,13,2018,1908974.5094907407,6096592.476483796,1168579.5175873237,1168582.1110660601,1168586.1412408245,1805387.6984336195,4228091.910761506,4839330.87783038
13,13,2019,3524070.1643518517,0.0,1168592.4986509753,1168589.850407743,1168589.215118631,1512312.0438378553,4111410.730882237,3584658.1226233286
14,14,1999,5395778.406647746,3601336.5918703703,1165377.2365691608,1165377.8092427002,1165378.9706264113,0.0,6115076.6928812405,4456930.188142825
14,14,2000,2038280.8355324073,12695340.653398149,1171787.6598499035,1171789.8006617904,1171793.0793541828,0.0,3190975.3168815225,3882779.0704888217
14,14,2001,6234224.938072018,38020549.339894615,1168611.3867450627,1168612.0776818732,1168611.0253017202,3153409.4921414587,7472534.025624002,6629467.238474584
14,14,2002,2160038.473106764,8882418.0280625,1168598.731260942,1168602.2802396093,1168603.006105622,270992.0520138889,3954519.644888759,3599652.013346761
