run,random_seed,year,Cable Laying Vessel,Crew Transfer Vessel 1,Crew Transfer Vessel 2,Crew Transfer Vessel 3,Heavy Lift Vessel
4,4,2018,2587188.5241851853,1168585.841064135,1168586.9898962087,1168589.9634150232,12707377.861323949
4,4,2019,0.0,1168584.786590229,1168583.851365717,1168583.7613672912,33450712.962962963
4,4,2020,10406520.787979167,1171784.4613255262,1171787.137828388,1171785.2912024702,35392327.00316047
5,5,2000,7823404.822504629,1168566.249511067,1168564.9908161273,1168557.9046204963,17410334.75801229
5,5,2001,14344707.39186111,1168574.7066870332,1168576.70744288,1168575.3834184057,32270799.140768778
5,5,2002,7624631.019664352,1168579.8230292473,1168581.2413400263,1168583.305505887,53474686.88667455
5,5,2003,12950992.831718976,1168586.4481084496,1168586.7584724838,1168583.16519628,45990376.97056427
5,5,2004,12562054.608931078,1171780.7445462476,1171779.038977441,1171778.3691974794,29504048.964969717
5,5,2005,14117134.013926156,1168577.0463290708,1168578.3970093185,1168577.0167304212,39047405.30818887
5,5,2006,2941138.2583773145,1168575.1074382812,1168569.3986938763,1168570.5546433593,37572332.8841015
5,5,2007,2607523.4043819443,1168577.9872607866,1168577.1632354541,1168575.3704459788,28528093.960505813
5,5,2008,3781628.961384259,1173380.298087593,1173381.0126043896,1173379.6499533954,26739403.257647157
5,5,2009,22627084.964936167,1166980.8096640257,1166983.6873407138,1166983.430867383,54069455.98832006
5,5,2010,2475359.244113426,1168581.041715087,1168584.2396004156,1168583.8187671518,50569464.12829663
5,5,2011,5698319.123534722,1168575.4209679633,1168572.9016056713,1168573.8185496267,23093724.712660585
5,5,2012,2338544.7186550926,1171772.3552093366,1172578.8036912025,1171774.2156911513,24232643.51851852
5,5,2013,6533009.431064815,1168575.981550347,1167775.9590648236,1168579.101149636,39905414.51331267
5,5,2014,0.0,1168585.3081895865,1168579.5793890003,1168577.7476298455,68819973.46392879
5,5,2015,2863218.123759259,1168581.5301578746,1168581.7661216538,1168581.9199029638,28497710.14253404
5,5,2016,3460362.9762962963,1171787.978904522,1172852.2021594218,1171786.4172592147,56385445.08315038
5,5,2017,15590511.19632176,1168584.8686184364,1167518.9400514348,1168583.455035299,33131333.333333332
5,5,2018,14667592.351625,1168583.3127152517,1168584.0003013043,1168583.9384299158,45900811.40433895
5,5,2019,15297041.331618056,1168581.4632340386,1168579.3747557737,1168580.9990878492,16407421.296296297
5,5,2020,18515968.911379263,1171786.566597485,1171788.9124784537,1171788.456415614,39194392.33038779
6,6,2000,0.0,1168559.92358096,1168558.3656840783,1168557.5854491526,35761296.2962963
6,6,2001,5789414.362412036,1168572.1434458795,1168577.4992835592,1168577.4933701223,26848791.209374245
6,6,2002,6055959.003453704,1168575.4670810471,1168573.39762248,1168580.9507874076,26720175.152609143
6,6,2003,2629918.290287037,1168583.5820828783,1168580.0011834719,1168581.8657352233,0.0
6,6,2004,7619802.008993056,1171773.3347138334,1171778.739893731,1171775.4931636238,16347750.0
6,6,2005,4873697.1636875,1168575.5948501865,1168575.9506992018,1168580.7001806493,32980663.975224473
6,6,2006,0.0,1168582.911175154,1168578.9220702082,1168580.8817147303,51467104.8535201
6,6,2007,2904437.777275463,1168575.2611260363,1168573.2875519798,1168577.5136770566,32879270.424974013
6,6,2008,2621753.6335162036,1173383.611302214,1171783.407718,1171780.9368936752,38641821.345334046
6,6,2009,7642724.457335648,1166976.5545446046,1168581.1719575895,1168577.1311920504,18731421.478146855
6,6,2010,7862553.304969908,1168580.4254541476,1168586.0118175151,1168582.823993036,33263939.441179503
6,6,2011,0.0,1168574.0602165486,1168569.5938637753,1168577.7840764322,16419328.703703703
6,6,2012,0.0,1171776.2747426974,1172574.07396399,1171773.5447145074,55183785.94378287
6,6,2013,5421580.524706019,1168577.341542806,1167775.4462840152,1168579.4786784062,21947976.85185185
6,6,2014,12691987.353058698,1168578.3325703307,1168579.4197697355,1168577.8693663462,25293799.54403725
6,6,2015,9064901.596060185,1168573.8920689435,1168575.0227191811,1168575.643758448,36376402.18084624
6,6,2016,10632733.420240741,1171779.7657938914,1171779.0876570651,1171777.828722135,31667004.411067083
6,6,2017,9238755.234704273,1168585.1445521198,1168582.0545353729,1168585.0583070978,25156743.8888802
6,6,2018,0.0,1168582.9180755077,1168581.7591412724,1168584.9600095318,19731615.740740743
6,6,2019,5029690.956384259,1168582.5723573887,1168582.325688807,1168582.0456663077,51353623.14010913
6,6,2020,6198484.601648148,1171787.1179420885,1171785.2996767655,1171783.5725618917,12722740.74074074
7,7,2000,11653242.941868056,1168564.065933183,1168559.3153286828,1168566.116643044,13421698.723897187
7,7,2001,7342798.233277777,1168573.9641593513,1168574.7402529668,1168575.8559931614,26418046.2962963
7,7,2002,7200641.008663951,1168574.4331954715,1168578.847826237,1168578.0982121604,26726373.480580945
7,7,2003,8072917.534094427,1168583.300533298,1168581.0267357577,1168584.2275769212,23096916.666666668
7,7,2004,0.0,1171778.284435238,1171782.0283016732,1171779.0724077134,17859785.095362194
7,7,2005,13272720.058210649,1168575.0791901676,1168577.3656514783,1168577.518859967,33925993.07904259
7,7,2006,4016729.2063495372,1168576.3846353588,1168576.085406744,1168577.4338775345,25895615.740740743
7,7,2007,0.0,1168577.858109041,1168578.2698228424,1168578.2817673374,68902570.90235598
7,7,2008,23337242.05934988,1173386.6068129675,1173383.0563470516,1173385.4728057953,63161592.30305989
7,7,2009,7136105.411203704,1166975.5370411987,1166978.1303628206,1166977.3922381985,60242172.01382852
7,7,2010,0.0,1168587.4938116143,1168589.974815922,1168586.4863391325,27557319.444444444
7,7,2011,6280307.023502315,1168573.0290918062,1168575.9526973949,1168573.172300607,16271462.962962963
7,7,2012,11695503.763581019,1171775.137672386,1172572.1479587478,1171770.1138668775,20655445.29096445
7,7,2013,3786131.3857847224,1168573.0356199131,1167775.0849279936,1168711.3987108336,16335902.876179388
7,7,2014,6460750.125141203,1168575.6985692529,1168573.937881163,1168446.919912038,8343501.225559686
7,7,2015,11730897.622789545,1168571.3068612218,1168575.3189619381,1168577.4056138059,24332250.0
7,7,2016,6853962.786560185,1171786.176659213,1171787.605814317,1171784.506454919,48154185.74141404
7,7,2017,0.0,1168584.0891711046,1168585.367656122,1168582.4273498645,24677226.85185185
7,7,2018,18217169.129799016,1168580.1195520586,1168577.6869033654,1168579.7465498266,29250304.86885232
7,7,2019,7293313.434907407,1168580.460558485,1168580.794730821,1168579.8496462035,26801116.567180216
7,7,2020,5998934.807497686,1171786.2324843726,1171788.7531431343,1171787.4864224421,28586171.296296295
8,8,2000,0.0,1168557.7850795805,1168559.9613388106,1168561.1588388956,47090671.101602376
8,8,2001,11625014.164458334,1168575.818758041,1168572.5626346855,1168572.6921623575,23749177.353857934
8,8,2002,0.0,1168578.7406084298,1168579.2202678435,1168577.8618819104,25212162.037037037
8,8,2003,4322137.613620371,1168585.541025382,1168585.8306577685,1168587.6064159328,30863904.279479127
8,8,2004,10187269.746824075,1171778.2736103223,1171778.65493511,1171779.8043210562,16380060.185185185
8,8,2005,3790025.2990138885,1168579.3097146961,1168579.1400346137,1168582.8584718262,52577876.413222775
8,8,2006,12511816.835997751,1168577.4991006611,1168579.6246560975,1168577.3460718712,35012375.0
8,8,2007,6575747.571173611,1168574.4569152049,1168572.8790726368,1168575.5916700023,39130614.01542753
8,8,2008,10212143.338784723,1171775.1367949592,1171779.8529613505,1173380.0735318048,37922682.655919984
8,8,2009,6307025.688326389,1168576.603950162,1168579.738493853,1166977.1250086217,47581635.045154385
8,8,2010,12861618.688947663,1168582.94759472,1168584.4242962634,1168578.449377845,34640634.25925926
8,8,2011,4149295.318951389,1168577.4057718348,1168574.9895916842,1168572.8410137834,32944291.666666668
8,8,2012,0.0,1172575.4151186012,1172571.5654442387,1172570.6023864204,32170587.962962963
8,8,2013,6020846.792335648,1167766.6603619987,1167773.5362303269,1167912.0648164756,39201441.97748144
8,8,2014,0.0,1168583.2882598583,1168583.1651345012,1168451.7912569821,42282526.975602925
8,8,2015,10367830.136859993,1168577.4896506676,1168576.7907248938,1168576.8018603472,22037026.75337979
8,8,2016,12891967.919125,1171788.1476243583,1171789.8234403091,1171789.4369564173,24628839.297533825
8,8,2017,14493561.12639765,1168582.3011625342,1168582.5955124134,1168582.0275098672,46721471.93225012
8,8,2018,5002550.799877315,1168584.3925783832,1168586.4141263678,1168586.3090188964,33312252.823828757
8,8,2019,5941678.930682871,1168583.6920377326,1168583.5033258095,1168584.1154603404,42729230.51447901
8,8,2020,4089691.928856482,1171784.1775267094,1171782.996604235,1171787.9069729215,50327385.683449745
9,9,2000,2566102.7746990738,1168557.542754319,1168560.9288856322,1168557.757405192,16811176.321618933
9,9,2001,12099870.104773806,1168572.4995786787,1168574.7689894533,1168574.0341090255,32542599.24202776
9,9,2002,3932835.6134444443,1168577.7723153885,1168578.272133022,1168579.6523124203,60764559.73702224
9,9,2003,8774484.567379676,1168583.702492701,1168580.4199601735,1168582.613714718,36020643.84733867
9,9,2004,8678424.634783272,1171782.254477931,1171783.476837371,1171779.6651696423,16705302.144421216
9,9,2005,0.0,1168578.3329617032,1168582.6652989502,1168577.3772199876,55377851.520540684
9,9,2006,3198962.7668541665,1168575.5903517464,1168575.9138460995,1168577.4475850367,11588064.463936253
9,9,2007,0.0,1168577.7212545243,1168577.569457677,1168576.851032642,23790930.555555556
9,9,2008,23723145.714133848,1171783.4139707203,1173383.800143962,1173387.99751763,8044500.521007154
9,9,2009,4416532.211233797,1168579.6546403067,1166980.0791872733,1166981.3587862214,27656472.222222224
9,9,2010,16807427.451393478,1168581.9694418933,1168583.4167662335,1168579.300026623,26641967.592592593
9,9,2011,3118014.0330578703,1168572.254648599,1168574.9301051255,1168574.6582288505,49236765.9693804
9,9,2012,2425514.3634444447,1172571.7025544476,1172570.979419832,1171774.271883828,35156072.77023723
9,9,2013,8215040.3792824065,1167775.552680904,1167781.6065241895,1168713.4868587398,32966578.703703705
9,9,2014,0.0,1168574.0042826384,1168574.1429051277,1168441.6535863753,8299351.851851852
9,9,2015,0.0,1168578.218248888,1168579.5455922731,1168581.8243213582,32927212.530988514
9,9,2016,4713064.171143518,1171782.1904683628,1171781.9619887234,1171779.913731729,33867947.18725815
9,9,2017,25599211.50040838,1168578.8886231342,1168582.0297429916,1168580.155341056,50986026.28131331
9,9,2018,14578710.244224055,1168585.8853446713,1168586.5965885348,1168585.4830646955,49799149.02634433
9,9,2019,9249274.898291666,1168580.7570011267,1168581.8364771786,1168573.6990115894,27591231.48148148
9,9,2020,0.0,1171786.4486824558,1171784.224013614,1171788.2646166843,21209402.777777776
10,10,2000,8189410.335361112,1168558.2144766941,1168560.6942105265,1168561.800655139,33574869.91085709
10,10,2001,8979710.032078704,1168574.5442365233,1168574.7503340142,1168576.0883246972,24446129.62962963
10,10,2002,3732149.745685185,1168577.068449864,1168577.0299114804,1168578.3896097473,8165324.074074074
10,10,2003,10650304.878145833,1168585.7352588726,1168582.4806126389,1168584.6527777114,34860203.7037037
10,10,2004,6461383.758333334,1171778.7488924686,1171774.9414280446,1171775.342778203,40086116.87424425
10,10,2005,0.0,1168578.998819131,1168579.0973071342,1168585.1333617968,16432338.068677548
10,10,2006,14887576.096658751,1168575.6569265232,1168574.796718355,1168575.8755582103,22369861.66742372
10,10,2007,10024353.441719908,1168571.3323837027,1168573.1619626312,1168577.135188143,18517629.62962963
10,10,2008,4103821.6699074074,1171781.3818331338,1173382.0567513236,1173378.8168567107,26669761.453717496
10,10,2009,3923906.1307060183,1168578.1412714606,1166980.6229193602,1166978.3455847616,17215944.444444444
10,10,2010,7679067.647474537,1168583.1572750888,1168581.659640539,1168580.484351311,54187744.65145574
10,10,2011,11074113.369604167,1168572.1225246538,1168574.327820867,1168571.2290767531,49122536.72122705
10,10,2012,5601540.725277778,1172578.6942018373,1172576.5875563798,1172577.1896598982,25835130.29096746
10,10,2013,4341456.447641204,1167774.7138331241,1167773.0376394424,1167776.9986180142,35317969.50588289
10,10,2014,8191453.593055556,1168580.108632297,1168575.506866667,1168580.5071206905,26599552.35011641
10,10,2015,0.0,1168572.6108505526,1168573.2591004183,1168575.080757337,29431708.333333332
10,10,2016,6265912.105564815,1171781.9466664807,1171784.0584899134,1171781.983242235,43106176.87943339
10,10,2017,19676253.57678442,1168583.0523642646,1168577.2137798108,1168576.495958641,22648662.037037037
10,10,2018,3210169.9794814815,1168586.347821763,1168582.7470437104,1168585.5332474364,43763671.2962963
10,10,2019,15763409.54861971,1168581.5747969726,1168583.21802066,1168580.8802266063,35763236.11111111
10,10,2020,10914868.852177657,1171788.3100956318,1171785.2057029256,1171785.6091394534,23385546.296296295
11,11,2000,4020628.70225,1168562.842147916,1168557.8223174007,1168559.8218061193,27159484.887893803
11,11,2001,8004795.834906821,1168577.0603245343,1168573.6314903896,1168576.4680614797,32800021.341773503
11,11,2002,10692847.624759259,1168581.641786577,1168575.8243747358,1168576.1393189533,43428299.411732994
11,11,2003,16154508.938037036,1168584.2381478874,1168580.3469781002,1168581.15786127,16332637.444632769
11,11,2004,13385219.258837963,1171783.1496537668,1171780.2684145526,1171779.9940440361,25970317.741849594
11,11,2005,7920858.723988426,1168581.221273199,1168582.802853,1168579.9004891042,33629132.430515386
11,11,2006,0.0,1168576.368327268,1168578.1178175882,1168572.3061819873,51316598.544537336
11,11,2007,2988627.251759259,1168579.5425255338,1168577.6839866946,1168582.7153885576,5566666.666666667
11,11,2008,6679847.642835648,1173384.067458597,1173384.1751152659,1173387.9289906607,60235002.16650061
11,11,2009,3651837.436416667,1166975.9905788084,1166978.7088104633,1166977.0052172719,45362225.08930685
11,11,2010,0.0,1168581.9686218097,1168582.5192607967,1168582.4581674824,38501506.62751138
11,11,2011,10624054.90625323,1168575.3240520118,1168579.9460447782,1168576.582583174,37237125.22359855
11,11,2012,8656199.81312963,1172575.2275096728,1171776.8774044688,1171778.1637244187,17038851.219271682
11,11,2013,4386946.844699074,1167773.4923091163,1168711.501396583,1168576.881401655,28310197.744126275
11,11,2014,4402117.753946759,1168579.932024103,1168447.3098072542,1168580.6503240615,24513606.48148148
11,11,2015,0.0,1168577.0429002224,1168574.9510818566,1168577.8621886016,59543099.58880733
11,11,2016,13438611.92711574,1171780.4258420526,1171780.0885076502,1171780.2920065909,18882250.0
11,11,2017,21743383.112177987,1168586.6745620675,1168585.168963202,1168586.7885584917,31979222.83649645
11,11,2018,10243671.474930555,1168582.8154709793,1168581.4419142061,1168585.0833253637,33466634.259259257
11,11,2019,5464463.814268518,1168583.1192198533,1168583.0825900724,1168584.800127774,28685048.797445677
11,11,2020,9164306.641162038,1171786.2968544182,1171787.3885493288,1171788.3081355328,28972838.412969824
12,12,2000,3744308.8037685184,1168561.337644013,1168560.1287932193,1168565.0898745272,33357310.71264416
12,12,2001,11076790.001069518,1168579.2939321941,1168576.5246966558,1168575.8624338047,49273736.398009606
12,12,2002,0.0,1168581.114753535,1168576.8422160689,1168579.3513037346,34215960.763546914
12,12,2003,3764548.778553241,1168584.50898931,1168586.104596233,1168585.8653601538,38315079.37550969
12,12,2004,0.0,1171782.8825061966,1171781.8604639561,1171781.580713375,14953740.74074074
12,12,2005,2566203.2627824075,1168574.8565643572,1168580.3212613235,1168576.5497020101,52352197.251207426
12,12,2006,15191992.205835648,1168574.0630536957,1168576.3905261976,1168572.9099991873,29289342.187674887
12,12,2007,8171096.382173611,1168577.2162380395,1168577.7591691168,1168574.1130689166,24362324.96237653
12,12,2008,7317921.849981481,1171776.1764762646,1173379.8726421508,1173381.302925099,54838677.46517675
12,12,2009,3034569.8451921293,1168581.7301612955,1166978.4148411336,1166978.1310515206,61119104.97959247
12,12,2010,5088096.863486111,1168586.543841357,1168583.920560499,1168578.915712383,50568667.72286946
12,12,2011,6866264.202761574,1168577.4141879692,1168579.3602738278,1168578.3322380714,19967949.074074075
12,12,2012,4536375.415951389,1172572.4911155344,1171774.4366576683,1171771.1068225477,34730470.61178949
12,12,2013,0.0,1167774.409422776,1168575.5820063546,1168706.9499553666,24139878.2175478
12,12,2014,3855451.415270833,1168577.5504335428,1168581.3593522774,1168442.0789990812,16630962.962962963
12,12,2015,8028252.571715278,1168578.458406398,1168575.1989851575,1168580.2619964825,27105636.74832562
12,12,2016,24047966.01264122,1171788.9931655095,1171790.6690994336,1171790.5187816815,42080184.959384345
12,12,2017,19795735.876926605,1168587.9014952239,1168589.726477391,1168585.0982569566,39855886.38146369
12,12,2018,11384777.861900462,1168584.8566611193,1168584.1088207185,1168586.0484361986,52629762.74433887
12,12,2019,5857187.991949074,1168584.38049229,1168583.6488237318,1168579.3655613144,35938542.995106556
12,12,2020,14372863.783951536,1171785.222090217,1171786.164138402,1171786.0929120302,41963532.40740741
13,13,2000,2472115.7120902776,1168561.6509380606,1168562.7927793325,1168560.7143684893,24520837.962962963
13,13,2001,0.0,1168576.7886955293,1168576.476739851,1168574.1646719573,45537186.61345716
13,13,2002,8717692.937458333,1168575.9960751813,1168577.0935612128,1168581.374364792,22912842.592592593
13,13,2003,0.0,1168576.479826545,1168580.6859130624,1168579.2347601445,38791297.91482717
13,13,2004,13354732.290888889,1171773.6190938205,1171775.7924019233,1171776.3429268273,32536809.506748885
13,13,2005,7017292.209340277,1168576.3780395812,1168580.6483874489,1168580.4329872895,37716059.61782337
13,13,2006,0.0,1168576.634164214,1168572.0788752658,1168577.6915515503,16353638.88888889
13,13,2007,0.0,1168577.277801119,1168576.5912315655,1168572.819874506,16557560.185185185
13,13,2008,9364211.143507982,1173381.9267861655,1173384.3914412803,1173385.0999797704,31924476.219271682
13,13,2009,2454533.0888425927,1166974.9267162124,1166976.9874134301,1166976.8081819923,32516815.37149019
13,13,2010,6226947.851252315,1168577.3677733068,1168581.3845972924,1168579.9893508493,19360272.986733187
13,13,2011,3761617.876122685,1168569.7683207602,1168573.7377733923,1168577.3755219309,35615093.15065252
13,13,2012,8103269.717259259,1172576.2565480017,1171778.0006847286,1172574.5273369725,47412333.128107466
13,13,2013,4348454.326111111,1167905.2214947864,1168574.4777849964,1167769.8504570925,48080796.2962963
13,13,2014,13721156.404130548,1168446.3074832852,1168581.6001671476,1168580.7968466757,27564388.888888888
13,13,2015,5436983.1148125,1168581.005605631,1168582.519361977,1168580.4965189693,42432175.53158361
13,13,2016,2526423.938460648,1171784.331887529,1171784.9055419702,1171786.2329579303,27062250.0
13,13,2017,6185867.764518519,1168583.286504032,1168581.6013772073,1168585.5446214196,47364881.26733768
13,13,2018,251220.2083333334,1168579.8191908828,1168582.145876124,1168583.0143296781,52158934.00135116
13,13,2019,6849005.374449074,1168580.7647269128,1168582.6920150474,1168585.956785886,32317202.846375544
13,13,2020,7357681.634953703,1171786.5733597765,1171787.645917741,1171788.6482423109,41739567.572799094
14,14,2000,12817339.368079932,1168565.7598938323,1168564.0019962587,1168562.2429245077,30187334.289963223
14,14,2001,20833913.586949658,1168574.8824930985,1168571.5403090762,1168574.1472519278,22112711.46651913
14,14,2002,1791141.4673680556,1168577.7461601198,1168581.6519825668,1168581.2896087617,41163777.777777776
14,14,2003,13861415.53774074,1168584.3919870635,1168577.0343192373,1168582.0558579038,27323041.931437004
14,14,2004,14427703.56357302,1171777.2872197246,1171782.2095202282,1171779.8465287092,33280009.259259257
14,14,2005,17517529.278830335,1168580.8823162084,1168582.8609712422,1168579.5847107654,30010958.123200126
14,14,2006,2951773.247196759,1168574.4276987656,1168579.1474375587,1168577.383216181,25521183.116451886
14,14,2007,10433538.125717591,1168576.4362000925,1168572.7678113028,1168575.9823615814,16439791.666666666
14,14,2008,6363784.707395833,1173378.3163713135,1173383.0479409625,1173378.134661775,62444358.91979018
14,14,2009,9746113.256166931,1166976.996696568,1166978.6436901297,1166981.165497131,38959234.90055604
14,14,2010,12710159.854354165,1168588.9798692728,1168586.5188344927,1168580.2831986675,44258030.381626904
14,14,2011,8152813.133678241,1168573.8034023722,1168568.6777022355,1168570.837807892,16340115.156061208
14,14,2012,3845237.9181342595,1172575.4902882967,1171774.4581182576,1171775.1140962597,24525231.107770596
14,14,2013,7708873.529525463,1167902.800831613,1168708.809059805,1168576.195819748,35063466.73733127
14,14,2014,7946617.169349537,1168449.8083863389,1168449.9997418136,1168579.3878434151,21267250.0
14,14,2015,12694497.670032406,1168578.0009736181,1168575.6376310617,1168578.366559418,55552809.25688639
14,14,2016,8379768.261222222,1171786.4611537857,1171782.2399878441,1171783.7060232912,24584217.592592593
14,14,2017,7954186.634845472,1168582.485019373,1168582.2303366151,1168582.7269385075,57599489.12607042
14,14,2018,0.0,1168585.1239826374,1168591.1960682669,1168584.8851731315,28510335.98820735
14,14,2019,8752405.987578703,1168582.3343259313,1168580.643196965,1168580.1217379682,19076796.296296295
14,14,2020,7681878.522472222,1171789.4912834815,1171792.4128605174,1171789.3367922658,48229457.33100835
15,15,2000,10516622.231284723,1168560.6306343966,1168557.7447946179,1168560.3668580581,32396787.554557987
15,15,2001,4124935.33275,1168574.698481444,1168573.9455121602,1168575.4781233354,33190185.185185187
15,15,2002,6984117.185162037,1168576.330292533,1168576.1998255951,1168577.271158373,19648527.777777776
15,15,2003,7514135.998032407,1168586.5154978656,1168583.6899702172,1168580.0414168288,46095048.36782468
15,15,2004,0.0,1171782.4883810862,1171782.6905169638,1171781.8437697252,26479679.876003005
15,15,2005,2530242.485627315,1168575.2257931547,1168579.9885530565,1168578.558453462,20631804.659332868
15,15,2006,3450177.392516203,1168572.813287968,1168572.4763677598,1168572.318718753,55984783.76043211
15,15,2007,0.0,1168576.766382516,1168573.5707403491,1168574.4227269099,25953734.785961676
15,15,2008,15431020.943179289,1173386.088376944,1173383.818660793,1173381.1611416612,16533425.925925925
15,15,2009,13427574.985962963,1166981.2553290643,1166984.3339848055,1166980.3483080415,35389712.96296296
15,15,2010,14968942.156863425,1168571.58684069,1168577.5503603448,1168572.5388158837,16601761.033249801
15,15,2011,6125647.879436047,1168576.4150027947,1168572.238669937,1168572.0319874533,8373328.703703704
15,15,2012,7301642.780481481,1171772.333869393,1172572.8389118023,1172570.9878857743,32138289.51928968
15,15,2013,0.0,1168567.9445677632,1167772.7085726853,1167905.223625677,26996413.71391619
15,15,2014,3601339.3832060182,1168582.3795912352,1168581.265241091,1168451.4437442352,16592018.518518519
15,15,2015,16251431.60679886,1168574.542752345,1168577.9166458661,1168572.299539981,45912660.316665836
15,15,2016,12965620.101537038,1171784.271280004,1171783.4475995575,1171779.6203419894,17076402.777777776
15,15,2017,2577499.798150463,1168579.261439775,1168580.3129961898,1168579.4629023515,20342356.48148148
15,15,2018,17946554.79815509,1168587.1452114417,1168584.1398372531,1168586.9925954328,44252701.466982596
15,15,2019,4565036.850386574,1168579.9835702719,1168580.075731985,1168578.849399851,33749770.79825237
15,15,2020,13261021.548969222,1171785.1391759326,1171787.2191995583,1171788.1826591312,32099369.957642753
16,16,2000,7994030.676984715,1168567.9689009292,1168561.1245156366,1168562.746517535,24605555.555555556
16,16,2001,4963664.702962963,1168572.5776293126,1168572.3537857765,1168576.941123517,24870439.814814817
16,16,2002,4714730.598525464,1168580.3560318742,1168579.1091536845,1168581.510223882,10182773.148148147
16,16,2003,6887352.743583333,1168580.052324929,1168577.9847341243,1168581.498984675,41200106.481481485
16,16,2004,8401995.666988425,1171779.0927398219,1171783.5215607684,1171781.7275851828,60323842.16514469
16,16,2005,5033609.991634259,1168575.7162595228,1168577.2694498561,1168576.026373816,36258583.51731748
16,16,2006,16732100.484358795,1168579.2690074262,1168577.0648813567,1168580.3264692628,23288013.965564065
16,16,2007,2562446.125,1168578.547755833,1168577.16075479,1168580.0420556865,24583425.925925925
16,16,2008,12720739.016460648,1173383.1530166762,1173381.9384422014,1173382.3306582733,44196769.97293048
16,16,2009,5314641.664689815,1166979.4832816583,1166981.03312816,1166979.1111566755,35865896.02514067
16,16,2010,20826132.122056447,1168578.1053531296,1168579.1752815142,1168578.8618057002,28916423.687578004
16,16,2011,4152639.3390578707,1168574.4812653086,1168569.2594727655,1168572.746814995,22582883.170268744
16,16,2012,7005345.983476785,1171770.433765886,1171771.047286272,1171776.023686629,3329166.6666666665
16,16,2013,12591897.522013588,1168575.895928979,1168571.926109033,1168570.7202333903,7691212.962962963
16,16,2014,7416458.789696759,1168574.6125138006,1168573.1268549007,1168578.1138340698,50575689.81481481
16,16,2015,6166883.890775463,1168576.2357528869,1168579.94187951,1168578.1116670738,26650746.591224786
16,16,2016,3643075.4338171296,1171779.232561882,1171782.3223592911,1171781.3908658973,51979581.83368088
16,16,2017,12405390.662946759,1168580.2886040881,1168580.8434401762,1168581.8974946642,51498132.01820352
16,16,2018,2824965.660037037,1168582.6624378522,1168581.085160704,1168581.9851979369,59488888.69483002
16,16,2019,6998031.993368056,1168586.9601411799,1168580.7792187473,1168584.5820597191,16598814.814814815
16,16,2020,3155325.8166666664,1171789.7251910672,1171785.976860844,1171784.788341207,37740079.22677947
17,17,2000,12424443.663612051,1168561.2886003044,1168556.3736574845,1168554.2976363127,27499276.831457756
17,17,2001,2841158.1981319445,1168573.3186877966,1168573.6742870775,1168578.504269499,33808725.19338953
17,17,2002,11315878.156263344,1168575.4205979882,1168578.5846700738,1168579.3671026365,19241089.115833536
17,17,2003,7373435.933351851,1168585.5561575782,1168583.5574165033,1168585.8969071675,17878173.00283597
17,17,2004,2720178.919805555,1171781.1750896624,1171779.9462854739,1171781.5128685622,39071423.85268934
17,17,2005,31020582.698743265,1168580.2413317529,1168581.1296857113,1168579.7374369968,33156842.728828426
17,17,2006,7738618.002192129,1168575.1994807092,1168576.0386889065,1168577.0940489185,36135384.75133978
17,17,2007,8255230.029944444,1168574.4985541399,1168579.9686844249,1168580.5444435256,32671398.14814815
17,17,2008,17857972.146129865,1173379.3893323822,1173377.4316068704,1173384.2336518327,30031601.85185185
17,17,2009,8924402.507546296,1166977.666933416,1166976.0796546394,1166982.8795363223,26757907.600842748
17,17,2010,12679527.011832032,1168588.6775037064,1168584.4224899136,1168581.3534179567,24528984.744379763
17,17,2011,0.0,1168572.9969313657,1168569.9507132699,1168570.0628968403,21450027.777777776
17,17,2012,5648404.459474537,1171776.0053401832,1171774.083600894,1171775.5059899907,37601700.8063422
17,17,2013,18972976.671595816,1168575.449436023,1168575.8886811151,1168707.9348078498,32752101.85185185
17,17,2014,18905158.150185455,1168581.6043498914,1168579.3048911337,1168449.218683022,25388420.23979463
17,17,2015,6186548.850416667,1168574.6366939784,1168574.3885148903,1168573.1313374864,34131320.668911874
17,17,2016,2477011.7148171295,1171784.4322863964,1171779.0599979605,1171774.6458629877,0.0
17,17,2017,18088740.79485672,1168578.9955199272,1168582.0541402628,1168578.8582510713,14830224.371947154
17,17,2018,10441052.401282407,1168582.9579166127,1168579.6547583495,1168586.7288322092,70484819.08105664
17,17,2019,17908665.246359114,1168578.016486965,1168581.838237048,1168577.4598777369,34003087.96296296
17,17,2020,3789486.5712337964,1171782.144496591,1171784.1786776413,1171788.8516137507,26071795.334262993
18,18,2000,15764686.667139716,1168556.2652795475,1168555.924377245,1168558.1547000438,37296914.90168197
18,18,2001,8615144.905687032,1168574.2915283237,1168574.3420700459,1168576.4583783671,16336907.407407407
18,18,2002,9559883.43143404,1168584.2783859847,1168583.9002083237,1168585.1584471322,25255083.346790906
18,18,2003,11179977.565395832,1168584.2577312225,1168582.8081666895,1168584.2453693796,25269775.74972435
18,18,2004,2924554.9332916667,1171779.1340769804,1171782.1162660245,1171776.6840654593,24456365.74074074
18,18,2005,10293580.556319445,1168575.759977412,1168578.0684722397,1168576.3177085782,18123638.888888888
18,18,2006,11438466.411756944,1168576.1995416512,1168575.7674210407,1168575.9956811918,33232990.74074074
18,18,2007,18631019.632990494,1168582.3253755972,1168579.4553659514,1168574.4515383479,66860825.048469804
18,18,2008,11479239.451569444,1171774.3788147357,1171779.6160937527,1171781.1727519666,41903855.16205705
